name,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
Hyundai EON Era Plus,2013,4950,75000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Honda City 1.5 V MT,2010,8360,85000,Petrol,Individual,Manual,5.88,1497.0,118.0,5.0
Maruti Swift Dzire VDi,2012,8360,70000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,13200,29000,Diesel,Individual,Manual,4.55,1498.0,108.495,5.0
Ford Endeavour 2.5L 4X2 MT,2014,13640,40000,Diesel,Individual,Manual,7.63,2499.0,141.0,7.0
Hyundai Verna SX CRDi AT,2012,11000,90000,Diesel,Individual,Automatic,5.24,1582.0,126.32,5.0
Mahindra TUV 300 T8 AMT,2015,15400,40000,Diesel,Individual,Automatic,5.41,1493.0,100.0,7.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,12100,138000,Diesel,Individual,Manual,4.39,1498.0,98.59,5.0
Maruti Swift VDI Optional,2016,13200,70000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Volkswagen Ameo 1.0 MPI Comfortline,2019,12100,30000,Petrol,Individual,Manual,5.14,999.0,75.0,5.0
Hyundai Verna 1.6 CRDI,2013,10450,125000,Diesel,Individual,Manual,4.48,1582.0,126.3,5.0
Honda City i DTEC S,2015,13530,120000,Diesel,Individual,Manual,3.85,1498.0,98.6,5.0
Maruti Swift Dzire LDI,2013,8470,180000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Tata Zest Revotron 1.2T XMS,2015,11000,20000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Renault Duster 85PS Diesel RxL Option,2012,9900,80000,Diesel,Individual,Manual,5.03,1461.0,83.8,5.0
Toyota Innova 2.5 Z Diesel 7 Seater,2014,21339,110000,Diesel,Individual,Manual,7.7,2494.0,100.6,7.0
Hyundai Verna 1.6 SX CRDi (O),2013,12760,80000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Toyota Platinum Etios 1.4 GXD,2017,12100,40000,Diesel,Individual,Manual,4.24,1364.0,67.05,5.0
Honda WR-V i-VTEC S,2018,17160,30000,Petrol,Individual,Manual,5.71,1199.0,88.7,5.0
Ford Fiesta 1.5 TDCi Titanium,2014,11000,80000,Diesel,Individual,Manual,4.0,1498.0,89.75,5.0
Skoda Laura Ambiente 2.0 TDI CR MT,2011,5940,140000,Diesel,Individual,Manual,5.0,1968.0,108.5,5.0
Maruti Alto K10 VXI,2017,7370,25000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Maruti Swift Dzire VDI,2017,16610,20000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Hyundai i20 Active SX Diesel,2016,14322,42323,Diesel,Dealer,Manual,4.72,1396.0,88.76,5.0
BMW X1 sDrive20d M Sport,2011,23650,42545,Diesel,Dealer,Automatic,5.1,1998.0,190.0,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,15180,32000,Diesel,Dealer,Manual,3.98,1248.0,88.5,5.0
Maruti Swift Dzire VDI Optional,2017,12958,41232,Diesel,Dealer,Manual,3.76,1248.0,74.0,5.0
Mahindra Bolero B4,2015,9790,40200,Diesel,Dealer,Manual,4.76,1498.0,74.96,7.0
Ford Ecosport Sports Diesel,2013,10450,48000,Diesel,Dealer,Manual,4.61,1498.0,98.96,5.0
Honda Amaze E Diesel BSIV,2014,10230,27233,Diesel,Dealer,Manual,3.65,1498.0,98.63,5.0
Tata Manza Aura Safire,2011,4950,35000,Petrol,Individual,Manual,6.67,1368.0,90.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,6820,200000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Tata Sumo EX,2016,9790,63000,Diesel,Dealer,Manual,6.54,2956.0,83.8,9.0
Mahindra Bolero B4,2015,9790,62000,Diesel,Dealer,Manual,4.76,1498.0,74.96,7.0
Tata New Safari 3L Dicor LX 4x2,2012,9900,68240,Diesel,Dealer,Manual,7.18,2956.0,138.1,7.0
Mahindra Scorpio 1.99 S10 4WD,2008,9900,78000,Diesel,Dealer,Manual,6.49,1997.0,120.0,7.0
Maruti Wagon R VXI,2010,4400,35000,Petrol,Dealer,Manual,5.29,998.0,67.1,5.0
Maruti Swift Dzire LXI,2018,13442,9000,Petrol,Dealer,Manual,5.24,1197.0,85.8,5.0
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,18039,39000,Diesel,Dealer,Manual,5.08,1582.0,126.2,5.0
Hyundai Creta 1.4 CRDi S,2016,18150,39000,Diesel,Dealer,Manual,4.68,1396.0,88.7,5.0
Ford Ecosport 1.5 Diesel Titanium,2015,13178,92651,Diesel,Dealer,Manual,4.61,1498.0,98.96,5.0
Maruti Swift LXi BSIV,2018,10780,28000,Petrol,Dealer,Manual,6.21,1197.0,85.0,5.0
Hyundai EON Magna Plus,2017,7480,30000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Mercedes-Benz E-Class E350 Petrol,2009,22000,80000,Petrol,Individual,Automatic,9.15,3498.0,272.0,5.0
Hyundai Creta 1.6 CRDi SX,2018,27214,46000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
Volkswagen Polo Diesel Highline 1.2L,2013,7700,70000,Diesel,Individual,Manual,4.53,1199.0,73.9,5.0
Maruti 800 Std,2000,682,56194,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Swift ZXI Plus,2018,15290,40000,Petrol,Individual,Manual,4.55,1197.0,81.8,5.0
Maruti Alto 800 VXI,2015,5940,40000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Ertiga SHVS VDI,2016,17380,120000,Diesel,Individual,Manual,4.08,1248.0,88.5,7.0
Maruti Swift VDI Optional,2016,12980,120000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Swift Dzire AMT VXI,2017,13970,120000,Petrol,Individual,Automatic,4.71,1197.0,81.8,5.0
Mahindra Bolero 2011-2019 ZLX,2015,11880,110000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Renault Pulse RxZ,2012,5830,67000,Diesel,Individual,Manual,4.33,1461.0,63.12,5.0
Maruti Swift Dzire ZDI,2014,13200,50000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Hyundai Verna 1.6 CRDI,2012,9019,100000,Diesel,Individual,Manual,4.48,1582.0,126.3,5.0
Toyota Etios GD,2015,11550,80000,Diesel,Individual,Manual,4.24,1364.0,67.05,5.0
Ford Figo Diesel EXI Option,2011,3300,50000,Diesel,Individual,Manual,5.41,1399.0,68.0,5.0
Maruti Esteem Lxi - BSIII,2007,1210,70000,Petrol,Individual,Manual,6.29,1298.0,85.0,5.0
Maruti Omni 5 Seater BSIV,2011,2860,70000,Petrol,Individual,Manual,7.14,796.0,35.0,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,20350,50000,Diesel,Individual,Manual,4.12,1248.0,88.5,5.0
Renault Lodgy 85PS RxE 7 Seater,2017,15180,65000,Diesel,Individual,Manual,4.75,1461.0,83.8,7.0
Maruti Ertiga VDI,2012,12320,200000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Maruti Ciaz Zeta Diesel,2018,20900,7500,Diesel,Individual,Manual,3.56,1248.0,88.5,5.0
Renault Lodgy 85PS RxE 7 Seater,2017,15290,65000,Diesel,Individual,Manual,4.75,1461.0,83.8,7.0
Maruti Swift VXI,2013,9900,35000,Petrol,Individual,Manual,5.38,1197.0,85.8,5.0
BMW 5 Series 530d,2013,44000,60000,Diesel,Individual,Automatic,6.17,2993.0,235.0,5.0
Maruti Swift VXi BSIV,2009,5059,71000,Petrol,Individual,Manual,6.21,1197.0,85.0,5.0
Maruti Alto K10 LXI,2017,6600,30000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Maruti Alto LXi,2012,4400,50000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,15949,80000,Diesel,Individual,Automatic,6.74,2143.0,170.0,5.0
Nissan Micra XV,2011,5170,90000,Petrol,Individual,Manual,5.54,1198.0,75.0,5.0
Hyundai i20 2015-2017 Sportz 1.2,2017,14652,13000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Maruti 800 AC,2000,1430,100000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Honda WR-V i-DTEC VX,2018,18348,30000,Diesel,Individual,Manual,3.92,1498.0,98.6,5.0
Mahindra Bolero 2011-2019 SLX,2012,9460,120000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Maruti Swift Vdi BSIII,2010,7920,120000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Hyundai EON Era Plus,2014,5280,70000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Swift VDI Deca,2016,4620,210000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Tata Indigo eCS LE TDI BSIII,2010,2970,148000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Mahindra TUV 300 T6 Plus,2017,15400,54188,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Mahindra TUV 300 T6 Plus,2017,16500,60000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Skoda Rapid 1.6 TDI Elegance,2012,9350,90000,Diesel,Individual,Manual,4.88,1598.0,103.5,5.0
Chevrolet Beat LT,2011,3300,100000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Hyundai EON D Lite Plus,2014,4730,40000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Datsun GO T BSIV,2014,4950,35000,Petrol,Individual,Manual,4.85,1198.0,67.0,5.0
Renault KWID Climber 1.0 MT,2017,7260,20000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,1188,144000,LPG,Individual,Manual,5.26,796.0,32.8,5.0
Hyundai Grand i10 AT Sportz,2014,8228,54043,Petrol,Dealer,Automatic,5.29,1197.0,81.86,5.0
Hyundai Verna 1.6 SX CRDI (O) AT,2012,12078,66657,Diesel,Dealer,Automatic,4.48,1582.0,126.32,5.0
Tata Indigo CS LS (TDI) BS-III,2016,8580,42000,Diesel,Individual,Manual,5.24,1405.0,69.01,5.0
Hyundai i20 Asta Optional with Sunroof 1.2,2013,10031,35582,Petrol,Dealer,Manual,5.41,1197.0,82.85,5.0
Volkswagen Polo GT TSI,2013,9966,54327,Petrol,Dealer,Automatic,5.81,1197.0,103.6,5.0
Volkswagen Ameo 1.2 MPI Highline,2016,12738,7949,Petrol,Dealer,Manual,5.88,1198.0,73.75,5.0
Hyundai i10 Sportz 1.2 AT,2010,5676,59734,Petrol,Dealer,Automatic,5.9,1197.0,78.9,5.0
Honda City S,2012,9416,49185,Petrol,Dealer,Manual,5.95,1497.0,116.4,5.0
Hyundai i10 Magna,2011,5764,56389,Petrol,Dealer,Manual,4.91,1197.0,78.9,5.0
Volkswagen Polo Petrol Highline 1.2L,2013,8558,58245,Petrol,Dealer,Manual,6.07,1198.0,73.9,5.0
Nissan Micra XL Optional,2015,7612,36422,Petrol,Dealer,Manual,5.42,1198.0,75.0,5.0
Honda Jazz Basic,2011,7458,42535,Petrol,Dealer,Manual,5.99,1198.0,88.8,5.0
Hyundai i10 Sportz AT,2011,5984,40736,Petrol,Dealer,Automatic,5.9,1197.0,78.9,5.0
Maruti Swift VXI,2012,8118,56246,Petrol,Dealer,Manual,5.38,1197.0,85.8,5.0
Maruti Swift LXI,2011,6094,55403,Petrol,Dealer,Manual,5.38,1197.0,85.8,5.0
Tata Tigor 1.2 Revotron XZ,2018,11770,30000,Petrol,Individual,Manual,4.93,1199.0,84.0,5.0
Maruti Alto K10 VXI,2015,5830,67000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Hyundai Verna 1.6 VTVT,2013,8800,70000,Petrol,Individual,Manual,5.88,1591.0,121.3,5.0
Hyundai Grand i10 CRDi Asta,2014,10119,90000,Diesel,Individual,Manual,4.17,1120.0,70.0,5.0
Hyundai Elite i20 Petrol Sportz,2019,14674,7500,Petrol,Individual,Manual,5.38,1197.0,81.86,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,6600,80000,Diesel,Individual,Manual,8.64,2179.0,138.1,7.0
Tata Indigo CR4,2012,5059,186000,Diesel,Individual,Manual,4.24,1396.0,70.0,5.0
Tata Indica V2 eLS,2016,4400,110000,Diesel,Individual,Manual,4.0,1396.0,69.0,5.0
Ford Fiesta 1.4 TDCi EXI,2005,3300,120000,Diesel,Individual,Manual,5.62,1399.0,68.0,5.0
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,6160,105358,Diesel,Individual,Manual,5.62,1399.0,67.0,5.0
Hyundai i20 Sportz Option 1.2,2014,12980,70000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Hyundai i10 Era,2010,3124,49200,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Honda City i-VTEC VX,2017,18700,40000,Petrol,Individual,Manual,5.75,1497.0,117.6,5.0
Honda Mobilio V i DTEC,2014,13200,40000,Diesel,Individual,Manual,4.13,1498.0,98.6,7.0
Mahindra TUV 300 T8,2017,15400,40000,Diesel,Individual,Manual,5.41,1493.0,100.0,7.0
Chevrolet Beat LS,2013,4400,70000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Hyundai Creta 1.6 CRDi SX,2016,19800,110000,Diesel,Individual,Manual,5.08,1582.0,126.2,5.0
Maruti Alto K10 VXI,2014,4840,100000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,14300,10000,Petrol,Individual,Automatic,5.29,1197.0,81.86,5.0
Toyota Fortuner 2.8 4WD AT BSIV,2017,68200,70000,Diesel,Individual,Automatic,6.65,2755.0,174.5,7.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,33000,100600,Diesel,Individual,Manual,7.31,2393.0,147.8,8.0
BMW X3 xDrive20d,2012,39600,50000,Diesel,Individual,Automatic,6.22,1995.0,184.0,5.0
Mahindra XUV500 W8 4WD,2014,17600,136000,Diesel,Individual,Manual,6.62,2179.0,140.0,7.0
Mercedes-Benz GLA Class 200 CDI SPORT,2017,46200,48000,Diesel,Individual,Automatic,5.59,2143.0,136.0,5.0
Ford Fiesta 1.4 ZXi TDCi LE,2010,5500,110000,Diesel,Individual,Manual,5.62,1399.0,68.0,5.0
Renault Duster 110PS Diesel RxZ,2012,12100,86000,Diesel,Individual,Manual,5.26,1461.0,108.45,5.0
Maruti Alto LXi,2009,2750,141000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Honda City 1.5 S MT,2011,9900,80000,Petrol,Individual,Manual,5.88,1497.0,118.0,5.0
Mahindra XUV500 W10 2WD,2015,18700,140000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Maruti Swift Dzire ZDI,2014,10119,65000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Maruti Swift Dzire VDI,2014,9569,110000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Tata Indigo LX,2008,2640,100000,Diesel,Individual,Manual,5.88,1405.0,70.0,5.0
Maruti Swift VDI Optional,2015,13200,80000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Wagon R VXI BS IV,2008,2970,90000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Ford Figo 1.2P Titanium Plus MT,2016,12100,44000,Petrol,Individual,Manual,5.51,1196.0,86.8,5.0
Maruti Celerio ZXI,2014,8470,25000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Hyundai Creta 1.6 VTVT S,2016,17600,25000,Petrol,Individual,Manual,6.54,1591.0,121.3,5.0
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,17160,35000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Alto LXi BSIII,2008,2200,195000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,14300,60000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti 800 AC,2004,1100,50000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Hyundai Verna 1.6 VGT CRDi,2012,9350,100000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Fiat Linea 1.3 Multijet Emotion,2015,11000,70000,Diesel,Individual,Manual,4.9,1248.0,91.7,5.0
Maruti Swift VDI BSIV,2017,12980,30000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Maruti Celerio ZXI,2016,10119,27000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Maruti Swift ZXI Plus,2020,12716,5000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Maruti Ertiga VDI,2012,12100,110000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Honda City Corporate Edition,2013,10230,80000,Petrol,Individual,Manual,5.95,1497.0,116.3,5.0
Mahindra Bolero Power Plus ZLX,2018,19580,80000,Diesel,Individual,Manual,6.06,1493.0,70.0,7.0
Mahindra Verito 1.5 D6 BSIII,2014,5500,110000,Diesel,Individual,Manual,4.81,1461.0,65.0,5.0
Maruti Wagon R AMT VXI,2018,9240,35000,Petrol,Individual,Automatic,4.88,998.0,67.0,5.0
Maruti Swift Dzire VXI 1.2,2017,12100,20000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Maruti Alto 800 LXI,2018,5940,20000,Petrol,Individual,Manual,4.05,796.0,47.3,5.0
Maruti Swift Dzire AMT VXI BS IV,2018,15400,7800,Petrol,Individual,Automatic,4.55,1197.0,81.8,5.0
Maruti Swift VXI Optional,2017,11000,20000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Tata Hexa XE,2019,27500,15000,Diesel,Individual,Manual,5.68,2179.0,147.94,7.0
Hyundai i20 Magna,2013,7040,31377,Petrol,Individual,Manual,5.41,1197.0,82.85,5.0
Maruti Swift Dzire VDI,2018,15400,50000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Maruti Wagon R VXI BS IV,2015,6380,60000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Toyota Corolla Altis 1.8 VL AT,2012,12100,100000,Petrol,Individual,Automatic,6.88,1794.0,138.1,5.0
Honda Brio S MT,2012,5830,60000,Petrol,Individual,Manual,5.15,1198.0,86.8,5.0
Maruti Baleno Alpha Automatic,2018,18260,5000,Petrol,Individual,Automatic,4.67,1197.0,83.1,5.0
Tata Safari Storme EX,2017,17600,60000,Diesel,Individual,Manual,7.09,2179.0,147.94,7.0
Maruti Alto LXi,2011,3520,25000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Renault KWID RXT,2018,7370,30000,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Datsun GO T BSIV,2017,7238,80000,Petrol,Individual,Manual,4.85,1198.0,67.0,5.0
Maruti Vitara Brezza VDi Option,2017,17050,75000,Diesel,Individual,Manual,4.12,1248.0,88.5,5.0
Hyundai Xcent 1.2 VTVT SX,2020,11528,32000,Petrol,Individual,Manual,4.97,1197.0,81.86,5.0
Maruti Alto 800 LXI,2015,5390,40000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Hyundai i20 1.2 Sportz,2012,6050,93000,Petrol,Individual,Manual,5.88,1197.0,80.0,5.0
Hyundai i20 Active 1.4 SX with AVN,2015,13420,50000,Diesel,Individual,Manual,4.72,1396.0,88.73,5.0
Maruti Swift Dzire VDI,2015,13530,60000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Maruti Ertiga ZDI,2014,15048,60000,Diesel,Individual,Manual,4.81,1248.0,88.8,7.0
Maruti Ertiga ZDI,2014,14960,64000,Diesel,Individual,Manual,4.81,1248.0,88.8,7.0
Renault Duster 85PS Diesel RxE,2014,11000,120000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Renault Duster 85PS Diesel RxE,2014,11440,120000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Ford Freestyle Trend Diesel BSIV,2018,14850,60000,Diesel,Individual,Manual,4.1,1498.0,98.63,5.0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,29700,81500,Diesel,Individual,Automatic,6.74,2143.0,167.62,5.0
Mercedes-Benz New C-Class 250 CDI Classic,2011,29700,80000,Diesel,Individual,Automatic,6.33,2148.0,170.0,5.0
Maruti Swift Dzire VXI 1.2,2019,14850,5000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Ford Ecosport 1.5 Diesel Titanium,2016,15949,30000,Diesel,Individual,Manual,4.61,1498.0,98.96,5.0
Mahindra XUV300 W8 Option Diesel BSIV,2019,26400,15000,Diesel,Individual,Manual,5.0,1497.0,115.0,5.0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,14300,40000,Diesel,Dealer,Manual,4.97,1498.0,88.0,5.0
Mahindra XUV300 W8 Option BSIV,2019,23980,16500,Petrol,Dealer,Manual,5.88,1197.0,110.0,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2017,24200,67000,Diesel,Individual,Automatic,5.88,1582.0,126.2,5.0
Hyundai i20 1.4 Asta Option,2017,14740,48000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Hyundai i20 1.4 Sportz,2018,17160,35000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Ciaz 1.3 Alpha,2017,15839,60000,Diesel,Individual,Manual,3.56,1248.0,88.5,5.0
Maruti Swift VXI BSIV,2018,13420,52000,Petrol,Dealer,Manual,4.55,1197.0,81.8,5.0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,13200,29000,Diesel,Individual,Manual,4.55,1498.0,108.495,5.0
Renault Duster 85PS Diesel RxL,2016,11770,50000,Diesel,Individual,Manual,5.03,1461.0,83.8,5.0
Hyundai i10 Magna,2009,3124,110000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Maruti Baleno Sigma 1.2,2017,11330,23000,Petrol,Individual,Manual,4.67,1197.0,83.1,5.0
Datsun GO T Option BSIV,2016,7370,40000,Petrol,Dealer,Manual,4.85,1198.0,67.0,5.0
Hyundai Creta 1.4 CRDi Base,2017,21054,60000,Diesel,Individual,Manual,4.68,1396.0,88.7,5.0
Maruti Swift Dzire VDI,2017,13310,127000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Tata Manza Club Class Quadrajet90 EX,2013,6952,140000,Diesel,Individual,Manual,4.76,1248.0,88.76,5.0
Renault Triber RXZ BSIV,2019,14850,5000,Petrol,Individual,Manual,5.0,999.0,72.0,7.0
Maruti Swift Dzire VDI,2015,11440,70000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Maruti Swift Dzire Vdi BSIV,2011,5830,60000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Volkswagen Polo 1.2 MPI Comfortline,2016,8690,40000,Petrol,Individual,Manual,6.17,1199.0,74.0,5.0
Volkswagen Polo 1.2 MPI Comfortline,2016,8470,40000,Petrol,Individual,Manual,6.17,1199.0,74.0,5.0
Maruti Wagon R LXI Minor,2009,3124,70000,Petrol,Individual,Manual,5.29,1061.0,67.0,5.0
Hyundai i10 Era,2009,3520,35000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Tata Indigo CS LX (TDI) BS III,2012,3960,50000,Diesel,Individual,Manual,5.24,1396.0,69.0,5.0
Honda City V MT,2013,10560,42462,Petrol,Dealer,Manual,5.95,1497.0,116.3,5.0
Maruti Swift VDI BSIV,2015,10340,54723,Diesel,Dealer,Manual,3.97,1248.0,74.0,5.0
Maruti Ignis 1.2 Delta BSIV,2018,10560,20375,Petrol,Dealer,Manual,4.79,1197.0,81.8,5.0
Maruti Swift ZDI Plus,2013,9900,43978,Diesel,Dealer,Manual,3.52,1248.0,74.0,5.0
Maruti Swift Dzire Tour LDI,2017,11440,28832,Diesel,Dealer,Manual,4.27,1248.0,74.0,5.0
Ford Figo Titanium Blu,2019,15400,3177,Petrol,Dealer,Manual,5.41,1194.0,94.93,5.0
Hyundai Grand i10 Magna,2015,8800,39414,Petrol,Dealer,Manual,5.29,1197.0,81.86,5.0
Tata Indica V2 GLX BSIII,2012,4400,30078,Petrol,Dealer,Manual,6.54,1396.0,70.0,5.0
Hyundai EON Magna Plus Option,2012,5500,44588,Petrol,Dealer,Manual,4.74,814.0,55.2,5.0
Maruti Celerio ZXI,2015,8800,49907,Petrol,Dealer,Manual,4.62,998.0,67.04,5.0
Maruti Swift VXI,2013,8162,67082,Petrol,Dealer,Manual,4.71,1197.0,81.8,5.0
Hyundai Grand i10 Asta Option,2016,9900,40000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2016,12540,112879,Diesel,Dealer,Manual,4.35,1498.0,98.96,5.0
Honda Brio S MT,2013,6600,80000,Petrol,Individual,Manual,5.15,1198.0,86.8,5.0
Hyundai i20 1.2 Asta,2017,13640,25000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Honda City i-VTEC V,2018,20878,10200,Petrol,Individual,Manual,5.75,1497.0,117.6,5.0
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,16500,60000,Diesel,Individual,Manual,6.06,1493.0,70.0,7.0
Maruti Celerio VXI,2017,7700,20000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Mahindra XUV500 W10 2WD,2017,27500,60000,Diesel,Individual,Manual,6.25,2179.0,140.0,7.0
Renault KWID 1.0,2016,5940,30000,Petrol,Individual,Manual,4.35,999.0,67.0,5.0
Hyundai EON Magna Plus,2013,5170,40000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Maruti Swift VXI Optional,2016,11000,60000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Maruti Alto LXi,2012,4840,111000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Swift Dzire LDIX Limited Edition,2014,8360,70000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Maruti Alto K10 2010-2014 VXI,2010,3520,100000,Petrol,Individual,Manual,4.78,998.0,67.1,5.0
Maruti Alto K10 2010-2014 VXI,2010,3520,100000,Petrol,Individual,Manual,4.78,998.0,67.1,5.0
Hyundai EON 1.0 Era Plus,2017,7458,25000,Petrol,Individual,Manual,4.93,998.0,68.05,5.0
Ford Fiesta Classic 1.6 Duratec CLXI,2011,5059,100000,Petrol,Individual,Manual,6.54,1596.0,99.6,5.0
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,8800,35000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Hyundai Xcent 1.2 CRDi E Plus,2018,10340,25000,Diesel,Individual,Manual,3.94,1186.0,73.97,5.0
Maruti 800 Std,2003,990,58000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Ford Aspire Titanium BSIV,2019,12650,20000,Petrol,Individual,Manual,5.15,1194.0,94.93,5.0
Datsun RediGO SV 1.0,2019,7150,1300,Petrol,Individual,Manual,4.44,999.0,67.0,5.0
Maruti 800 AC,1997,1100,120000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Wagon R VXI BS IV,2014,7700,15000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,59642,9000,Diesel,Dealer,Automatic,7.35,1999.0,177.0,5.0
Lexus ES 300h,2019,113300,20000,Petrol,Dealer,Automatic,4.47,2487.0,214.56,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,70400,45000,Diesel,Dealer,Automatic,5.17,1999.0,177.0,5.0
Tata Safari Storme EX,2015,11066,110000,Diesel,Individual,Manual,7.09,2179.0,147.94,7.0
